DATE,Unemployment Rate,Consumer Price Index,Industrial Production,Federal Funds Rate,Gross Domestic Product,Personal Consumption Expenditures,S&P 500 Index
2015-01-01,0.2017543859649123,0.0,0.9269205179384816,0.011363636363636362,0.0,0.0,0.04547020992597983
2015-02-01,0.18421052631578946,0.00699769487698169,0.8933619939607962,0.011363636363636362,0.0,0.005811380523140666,0.04547020992597983
2015-03-01,0.17543859649122812,0.014454062191277997,0.8754644557039766,0.011363636363636362,0.0,0.012740782148929687,0.04547020992597983
2015-04-01,0.17543859649122812,0.017347226795878946,0.8467321766722959,0.013257575757575756,0.018151177642160805,0.01658397968928326,0.04547020992597983
2015-05-01,0.19298245614035084,0.026508914710448226,0.8232918777828954,0.013257575757575756,0.018151177642160805,0.024305312929448087,0.04547020992597983
2015-06-01,0.16666666666666666,0.034224020322717194,0.8074927068939041,0.015151515151515152,0.018151177642160805,0.02809028020403873,0.034723941269263474
2015-07-01,0.15789473684210528,0.038657853883426394,0.8397615026357536,0.015151515151515152,0.028377881238730394,0.034728530501013086,0.04460866399708777
2015-08-01,0.14912280701754382,0.03864609305170032,0.8309176518757354,0.017045454545454548,0.028377881238730394,0.038373745137772815,0.012656231039922361
2015-09-01,0.14035087719298245,0.03235404807827983,0.81640820922258,0.017045454545454548,0.028377881238730394,0.037232431928819205,0.0
2015-10-01,0.14035087719298245,0.03511784353389461,0.7920108500946822,0.013257575757575756,0.031190598234713943,0.03822234644678906,0.03866763742264292
2015-11-01,0.14912280701754382,0.03845791974408411,0.7551768258355082,0.013257575757575756,0.031190598234713943,0.04151817948897119,0.03892246086639968
2015-12-01,0.14035087719298245,0.035447146822223066,0.7301243666513129,0.03598484848484848,0.031190598234713943,0.04487224279691605,0.030071593253245984
2016-01-01,0.12280701754385964,0.03416521616408682,0.7553047750652536,0.05492424242424243,0.03881148249263937,0.04790021661658856,0.004904744569833767
2016-02-01,0.1315789473684211,0.030448793338664907,0.7289011720149439,0.0625,0.03881148249263937,0.056809447278317306,0.002960805727460271
2016-03-01,0.14035087719298245,0.03919885214282354,0.69001996007984,0.05871212121212121,0.03881148249263937,0.05477138797661465,0.03390607935930101
2016-04-01,0.14912280701754382,0.049924730676953216,0.7060903833358924,0.06060606060606061,0.05440384391506455,0.06344769757529166,0.03525543016624201
2016-05-01,0.12280701754385964,0.0565696006021543,0.6946977839193409,0.06060606060606061,0.05440384391506455,0.06824587147415742,0.0429389637179954
2016-06-01,0.1315789473684211,0.06439055369995762,0.7190900250780486,0.0625,0.05440384391506455,0.0773880231989379,0.043400072806698255
2016-07-01,0.12280701754385964,0.06296749306110913,0.7249091560468807,0.06439393939393939,0.06959063556861984,0.08035776675284748,0.0615386482223031
2016-08-01,0.1315789473684211,0.06818930234746173,0.7196632376273092,0.06628787878787878,0.06959063556861984,0.08401462744275962,0.06089552238805966
2016-09-01,0.14035087719298245,0.07561038716658014,0.7151850145862116,0.06628787878787878,0.06959063556861984,0.09082756853702277,0.060245115883994664
2016-10-01,0.1315789473684211,0.08225525709178157,0.718690823481242,0.06628787878787878,0.08610383845095194,0.0932033633801504,0.05002305545443517
2016-11-01,0.11403508771929827,0.08560709413369713,0.6992732483750447,0.06818181818181818,0.08610383845095194,0.09623133719982291,0.06765683776240747
2016-12-01,0.11403508771929827,0.09279296231829504,0.7349096678437992,0.0928030303030303,0.08610383845095194,0.10937973120909313,0.07736925130445334
2017-01-01,0.11403508771929827,0.10433033824152026,0.7234044731050714,0.11363636363636363,0.10211049879290116,0.11611114993128831,0.08708651862638027
2017-02-01,0.10526315789473682,0.10889354095121595,0.7039459542453549,0.11553030303030302,0.10211049879290116,0.11898772505997707,0.10765926465234799
2017-03-01,0.08771929824561407,0.10755280613444966,0.7353498131941243,0.14015151515151514,0.10211049879290116,0.12498544243355916,0.10743599077781818
2017-04-01,0.08771929824561407,0.11109281648398177,0.7861405394339525,0.16098484848484848,0.115419012241207,0.12839773600726717,0.11264895037010068
2017-05-01,0.08771929824561407,0.1088700192877638,0.7905624648139615,0.16287878787878787,0.115419012241207,0.12871217944238686,0.11934716660599447
2017-06-01,0.07894736842105263,0.11073999153220117,0.801259020420697,0.1875,0.115419012241207,0.13491952577271565,0.12216478582696272
2017-07-01,0.07894736842105263,0.11168085807028255,0.7884385076001841,0.2083333333333333,0.13673425519319432,0.13935667202385096,0.13354447275816048
2017-08-01,0.08771929824561407,0.12273603989274101,0.7651926915399967,0.2102272727272727,0.13673425519319432,0.1430018866606107,0.13387210290013352
2017-09-01,0.07894736842105263,0.13746060121371775,0.7711244178310043,0.2083333333333333,0.13673425519319432,0.15729159387883432,0.14545079480645556
2017-10-01,0.07017543859649125,0.13970692007338753,0.8346435334459283,0.2083333333333333,0.16564897919717503,0.16080870193091557,0.15901710957408088
2017-11-01,0.07017543859649125,0.14744554734910834,0.8479502533394749,0.2102272727272727,0.16564897919717503,0.17165117741597372,0.17656837762407473
2017-12-01,0.0614035087719298,0.15357294067836474,0.8601207840728795,0.23674242424242423,0.16564897919717503,0.1862669741224699,0.1828855721393035
2018-01-01,0.052631578947368425,0.1659688573175895,0.8600235426582732,0.2575757575757575,0.19011284357706162,0.19059930589523197,0.21933745904623225
2018-02-01,0.0614035087719298,0.17384861457402254,0.8726495726495722,0.25946969696969696,0.19011284357706162,0.19472200871124778,0.19264652348016018
2018-03-01,0.052631578947368425,0.1744131344968715,0.8963150621833254,0.2765151515151515,0.19011284357706162,0.20106910767940747,0.17493993447397158
